0,1,2,3,4,5,6,7,8,9,10,TextoStemmed
2323.0,reingressar#VERB,reingressar,VERB,,,,,,{},,reingress
,reingressável#ADJ,reingressável,ADJ,,,,Type=Derivation,,,reingress,
2323.1,reingresso#NOUN,reingresso,NOUN,,,2323.0,Type=Derivation,,{},,reingress
2324.0,reiniciar#VERB,reiniciar,VERB,,,,,,{},,reinici
2324.1,reinício#NOUN,reinício,NOUN,,,2324.0,Type=Derivation,,{},,reiníci
2325.0,reinserir#VERB,reinserir,VERB,,,,,,{},,reinser
2325.1,reinserção#NOUN,reinserção,NOUN,,,2325.0,Type=Derivation,,{},,reinserç
2326.0,reintegrar#VERB,reintegrar,VERB,,,,,,{},,reintegr
2326.1,reintegração#NOUN,reintegração,NOUN,,,2326.0,Type=Derivation,,{},,reintegr
2327.0,reinterpretar#VERB,reinterpretar,VERB,,,,,,{},,reinterpret
2327.1,reinterpretação#NOUN,reinterpretação,NOUN,,,2327.0,Type=Derivation,,{},,reinterpret
2328.0,reintroduzir#VERB,reintroduzir,VERB,,,,,,{},,reintroduz
2328.1,reintrodução#NOUN,reintrodução,NOUN,,,2328.0,Type=Derivation,,{},,reintroduç
2329.0,reinventar#VERB,reinventar,VERB,,,,,,{},,reinvent
2329.1,reinvenção#NOUN,reinvenção,NOUN,,,2329.0,Type=Derivation,,{},,reinvenç
2330.0,reinvestir#VERB,reinvestir,VERB,,,,,,{},,reinvest
2330.1,reinvestimento#NOUN,reinvestimento,NOUN,,,2330.0,Type=Derivation,,{},,reinvest
2331.0,reinvidicar#VERB,reinvidicar,VERB,,,,,,{},,reinvidic
2331.1,reinvidicante#NOUN,reinvidicante,NOUN,,,2331.0,Type=Derivation,,{},,reinvidic
2331.2,reinvidicação#NOUN,reinvidicação,NOUN,,,2331.0,Type=Derivation,,{},,reinvidic
2332.0,reinvindicar#VERB,reinvindicar,VERB,,,,,,{},,reinvindic
2332.1,reinvindicante#NOUN,reinvindicante,NOUN,,,2332.0,Type=Derivation,,{},,reinvindic
2332.2,reivindicação#NOUN,reivindicação,NOUN,,,2332.0,Type=Derivation,,{},,reivindic
2333.0,reiterar#VERB,reiterar,VERB,,,,,,{},,reiter
,reiterável#ADJ,reiterável,ADJ,,,,Type=Derivation,,,reiter,
2333.1,reiteração#NOUN,reiteração,NOUN,,,2333.0,Type=Derivation,,{},,reiter
2334.0,rejeitar#VERB,rejeitar,VERB,,,,,,{},,rejeit
,rejeitável#ADJ,rejeitável,ADJ,,,,Type=Derivation,,,rejeit,
2334.1,rejeição#NOUN,rejeição,NOUN,,,2334.0,Type=Derivation,,{},,reje
2335.0,relacionar#VERB,relacionar,VERB,,,,,,{},,relac
2335.1,relacionamento#NOUN,relacionamento,NOUN,,,2335.0,Type=Derivation,,{},,relacion
2335.2,relação#NOUN,relação,NOUN,,,2335.0,Type=Derivation,,{},,relaç
2336.0,relampejar#VERB,relampejar,VERB,,,,,,{},,relampej
,relampejante#ADJ,relampejante,ADJ,,,,Type=Derivation,,,relampej,
2336.1,relampejo#NOUN,relampejo,NOUN,,,2336.0,Type=Derivation,,{},,relampej
2337.0,relatar#VERB,relatar,VERB,,,,,,{},,relat
2337.1,relatador#NOUN,relatador,NOUN,,,2337.0,Type=Derivation,,{},,relat
2337.2,relato#NOUN,relato,NOUN,,,2337.0,Type=Derivation,,{},,relat
2337.3,relator#NOUN,relator,NOUN,,,2337.0,Type=Derivation,,{},,rela
2337.4,relatório#NOUN,relatório,NOUN,,,2337.0,Type=Derivation,,{},,relatóri
2338.0,relativizar#VERB,relativizar,VERB,,,,,,{},,relativ
,relativamente#ADV,relativamente,ADV,,,,Type=Derivation,,,relativ,
2338.1,relativização#NOUN,relativização,NOUN,,,2338.0,Type=Derivation,,{},,relativ
2339.0,relaxar#VERB,relaxar,VERB,,,,,,{},,relax
,relaxável#ADJ,relaxável,ADJ,,,,Type=Derivation,,,relax,
,relaxante#ADJ,relaxante,ADJ,,,,Type=Derivation,,,relax,
,relaxador#NOUN,relaxador,NOUN,,,,Type=Derivation,,,relax,
2339.1,relaxamento#NOUN,relaxamento,NOUN,,,2339.0,Type=Derivation,,{},,relax
2339.2,relaxação#NOUN,relaxação,NOUN,,,2339.0,Type=Derivation,,{},,relax
2339.3,relexante#NOUN,relexante,NOUN,,,2339.0,Type=Derivation,,{},,relex
2340.0,relinchar#VERB,relinchar,VERB,,,,,,{},,relinch
2340.1,relincho#NOUN,relincho,NOUN,,,2340.0,Type=Derivation,,{},,relinch
2341.0,relocalizar#VERB,relocalizar,VERB,,,,,,{},,relocal
2341.1,relocalização#NOUN,relocalização,NOUN,,,2341.0,Type=Derivation,,{},,reloc
2342.0,relocar#VERB,relocar,VERB,,,,,,{},,reloc
2342.1,relocação#NOUN,relocação,NOUN,,,2342.0,Type=Derivation,,{},,reloc
2343.0,relutar#VERB,relutar,VERB,,,,,,{},,relut
,relutação#NOUN,relutação,NOUN,,,,Type=Derivation,,,relut,
,relutantemente#ADV,relutantemente,ADV,,,,Type=Derivation,,,relut,
,relutante#ADJ,relutante,ADJ,,,,Type=Derivation,,,relut,
2343.1,relutância#NOUN,relutância,NOUN,,,2343.0,Type=Derivation,,{},,relut
2344.0,remar#VERB,remar,VERB,,,,,,{},,rem
,remível#ADJ,remível,ADJ,,,,Type=Derivation,,,rem,
,remição#NOUN,remição,NOUN,,,,Type=Derivation,,,rem,
2344.1,remada#NOUN,remada,NOUN,,,2344.0,Type=Derivation,,{},,rem
2344.2,remador#NOUN,remador,NOUN,,,2344.0,Type=Derivation,,{},,rem
2345.0,remasterizar#VERB,remasterizar,VERB,,,,,,{},,remaster
2345.1,remasterização#NOUN,remasterização,NOUN,,,2345.0,Type=Derivation,,{},,remaster
2346.0,rematar#VERB,rematar,VERB,,,,,,{},,remat
,rematação#NOUN,rematação,NOUN,,,,Type=Derivation,,,remat,
2346.1,rematador#NOUN,rematador,NOUN,,,2346.0,Type=Derivation,,{},,remat
2346.2,remate#NOUN,remate,NOUN,,,2346.0,Type=Derivation,,{},,remat
2347.0,remediar#VERB,remediar,VERB,,,,,,{},,remedi
,remediável#ADJ,remediável,ADJ,,,,Type=Derivation,,,remedi,
2347.1,remediador#NOUN,remediador,NOUN,,,2347.0,Type=Derivation,,{},,remedi
2348.0,rememorar#VERB,rememorar,VERB,,,,,,{},,rememor
,rememorável#ADJ,rememorável,ADJ,,,,Type=Derivation,,,rememor,
2348.1,rememoração#NOUN,rememoração,NOUN,,,2348.0,Type=Derivation,,{},,rememor
2349.0,remendar#VERB,remendar,VERB,,,,,,{},,remend
2349.1,remendo#NOUN,remendo,NOUN,,,2349.0,Type=Derivation,,{},,rem
2350.0,remeter#VERB,remeter,VERB,,,,,,{},,remet
,remetente#ADJ,remetente,ADJ,,,,Type=Derivation,,,remet,
2350.1,remessa#NOUN,remessa,NOUN,,,2350.0,Type=Derivation,,{},,remess
2350.2,remissão#NOUN,remissão,NOUN,,,2350.0,Type=Derivation,,{},,remiss
2351.0,remexer#VERB,remexer,VERB,,,,,,{},,remex
2351.1,remexida#NOUN,remexida,NOUN,,,2351.0,Type=Derivation,,{},,remex
2352.0,remodelar#VERB,remodelar,VERB,,,,,,{},,remodel
2352.1,remodelação#NOUN,remodelação,NOUN,,,2352.0,Type=Derivation,,{},,remodel
2353.0,remonetizar#VERB,remonetizar,VERB,,,,,,{},,remone
2353.1,remonetização#NOUN,remonetização,NOUN,,,2353.0,Type=Derivation,,{},,remone
2354.0,remover#VERB,remover,VERB,,,,,,{},,remov
,removível#ADJ,removível,ADJ,,,,Type=Derivation,,,remov,
2354.1,removedor#NOUN,removedor,NOUN,,,2354.0,Type=Derivation,,{},,remov
2354.2,remoção#NOUN,remoção,NOUN,,,2354.0,Type=Derivation,,{},,remoç
2355.0,remunerar#VERB,remunerar,VERB,,,,,,{},,remuner
,remunerável#ADJ,remunerável,ADJ,,,,Type=Derivation,,,remuner,
2355.1,remunerador#NOUN,remunerador,NOUN,,,2355.0,Type=Derivation,,{},,remuner
2355.2,remuneração#NOUN,remuneração,NOUN,,,2355.0,Type=Derivation,,{},,remuner
2356.0,renacionalizar#VERB,renacionalizar,VERB,,,,,,{},,renacional
2356.1,renacionalização#NOUN,renacionalização,NOUN,,,2356.0,Type=Derivation,,{},,renacion
2357.0,renascer#VERB,renascer,VERB,,,,,,{},,renasc
,renascente#ADJ,renascente,ADJ,,,,Type=Derivation,,,renasc,
2357.1,renascimento#NOUN,renascimento,NOUN,,,2357.0,Type=Derivation,,{},,renasc
2358.0,renaturalizar#VERB,renaturalizar,VERB,,,,,,{},,renatural
2358.1,renaturalização#NOUN,renaturalização,NOUN,,,2358.0,Type=Derivation,,{},,renatur
2359.0,render#VERB,render,VERB,,,,,,{},,rend
2359.1,rendimento#NOUN,rendimento,NOUN,,,2359.0,Type=Derivation,,{},,rend
2359.2,rendição#NOUN,rendição,NOUN,,,2359.0,Type=Derivation,,{},,rend
2360.0,rendibilizar#VERB,rendibilizar,VERB,,,,,,{},,rendibil
2360.1,rendibilização#NOUN,rendibilização,NOUN,,,2360.0,Type=Derivation,,{},,rendibil
2361.0,renegar#VERB,renegar,VERB,,,,,,{},,reneg
2361.1,renegador#NOUN,renegador,NOUN,,,2361.0,Type=Derivation,,{},,reneg
2362.0,renegociar#VERB,renegociar,VERB,,,,,,{},,renegoci
,renegociável#ADJ,renegociável,ADJ,,,,Type=Derivation,,,renegoci,
2362.1,renegociação#NOUN,renegociação,NOUN,,,2362.0,Type=Derivation,,{},,renegoci
2363.0,renovar#VERB,renovar,VERB,,,,,,{},,renov
,renovável#ADJ,renovável,ADJ,,,,Type=Derivation,,,renov,
2363.1,renovador#NOUN,renovador,NOUN,,,2363.0,Type=Derivation,,{},,renov
2363.2,renovação#NOUN,renovação,NOUN,,,2363.0,Type=Derivation,,{},,renov
2364.0,rentabilizar#VERB,rentabilizar,VERB,,,,,,{},,rentabil
,rentabilidade#NOUN,rentabilidade,NOUN,,,,Type=Derivation,,,rentabil,
2364.1,rentabilização#NOUN,rentabilização,NOUN,,,2364.0,Type=Derivation,,{},,rentabil
2365.0,renunciar#VERB,renunciar,VERB,,,,,,{},,renunci
,renunciável#ADJ,renunciável,ADJ,,,,Type=Derivation,,,renunci,
,renunciante#ADJ,renunciante,ADJ,,,,Type=Derivation,,,renunci,
,renunciador#NOUN,renunciador,NOUN,,,,Type=Derivation,,,renunci,
2365.1,renúncia#NOUN,renúncia,NOUN,,,2365.0,Type=Derivation,,{},,renúnc
2366.0,reoperar#VERB,reoperar,VERB,,,,,,{},,reoper
2366.1,reoperação#NOUN,reoperação,NOUN,,,2366.0,Type=Derivation,,{},,reoper
2367.0,reorganizar#VERB,reorganizar,VERB,,,,,,{},,reorgan
2367.1,reorganização#NOUN,reorganização,NOUN,,,2367.0,Type=Derivation,,{},,reorgan
2368.0,reorientar#VERB,reorientar,VERB,,,,,,{},,reorient
2368.1,reorientação#NOUN,reorientação,NOUN,,,2368.0,Type=Derivation,,{},,reorient
2369.0,repagar#VERB,repagar,VERB,,,,,,{},,repag
2369.1,repagamento#NOUN,repagamento,NOUN,,,2369.0,Type=Derivation,,{},,repag
2370.0,reparar#VERB,reparar,VERB,,,,,,{},,repar
,reparável#ADJ,reparável,ADJ,,,,Type=Derivation,,,repar,
2370.1,reparador#NOUN,reparador,NOUN,,,2370.0,Type=Derivation,,{},,repar
2370.2,reparação#NOUN,reparação,NOUN,,,2370.0,Type=Derivation,,{},,repar
2370.3,reparo#NOUN,reparo,NOUN,,,2370.0,Type=Derivation,,{},,repar
2371.0,repartir#VERB,repartir,VERB,,,,,,{},,repart
,repartível#ADJ,repartível,ADJ,,,,Type=Derivation,,,repart,
,repartimento#NOUN,repartimento,NOUN,,,,Type=Derivation,,,repart,
,repartidor#NOUN,repartidor,NOUN,,,,Type=Derivation,,,repart,
2371.1,repartição#NOUN,repartição,NOUN,,,2371.0,Type=Derivation,,{},,repart
2372.0,repassar#VERB,repassar,VERB,,,,,,{},,repass
2372.1,repasse#NOUN,repasse,NOUN,,,2372.0,Type=Derivation,,{},,rep
2373.0,repelir#VERB,repelir,VERB,,,,,,{},,repel
2373.1,repelente#NOUN,repelente,NOUN,,,2373.0,Type=Derivation,,{},,repel
2373.2,repulsão#NOUN,repulsão,NOUN,,,2373.0,Type=Derivation,,{},,repuls
2374.0,repercutir#VERB,repercutir,VERB,,,,,,{},,repercut
2374.1,repercussão#NOUN,repercussão,NOUN,,,2374.0,Type=Derivation,,{},,repercuss
2375.0,repetir#VERB,repetir,VERB,,,,,,{},,repet
,repetível#ADJ,repetível,ADJ,,,,Type=Derivation,,,repet,
,repetente#ADJ,repetente,ADJ,,,,Type=Derivation,,,repet,
2375.1,repetidor#NOUN,repetidor,NOUN,,,2375.0,Type=Derivation,,{},,repet
2375.2,repetição#NOUN,repetição,NOUN,,,2375.0,Type=Derivation,,{},,repet
2376.0,replicar#VERB,replicar,VERB,,,,,,{},,replic
,replicável#ADJ,replicável,ADJ,,,,Type=Derivation,,,replic,
,replicador#NOUN,replicador,NOUN,,,,Type=Derivation,,,replic,
2376.1,replicação#NOUN,replicação,NOUN,,,2376.0,Type=Derivation,,{},,replic
2376.2,réplica#NOUN,réplica,NOUN,,,2376.0,Type=Derivation,,{},,répl
2377.0,repor#VERB,repor,VERB,,,,,,{},,rep
2377.1,reposição#NOUN,reposição,NOUN,,,2377.0,Type=Derivation,,{},,repos
2378.0,reportar#VERB,reportar,VERB,,,,,,{},,report
2378.1,reportagem#NOUN,reportagem,NOUN,,,2378.0,Type=Derivation,,{},,report
2378.2,reporte#NOUN,reporte,NOUN,,,2378.0,Type=Derivation,,{},,report
2378.3,repórter#NOUN,repórter,NOUN,,,2378.0,Type=Derivation,,{},,repórt
2379.0,reposicionar#VERB,reposicionar,VERB,,,,,,{},,reposic
2379.1,reposicionamento#NOUN,reposicionamento,NOUN,,,2379.0,Type=Derivation,,{},,reposicion
2380.0,repousar#VERB,repousar,VERB,,,,,,{},,repous
2380.1,repouso#NOUN,repouso,NOUN,,,2380.0,Type=Derivation,,{},,repous
2381.0,repreender#VERB,repreender,VERB,,,,,,{},,repreend
2381.1,repreensor#NOUN,repreensor,NOUN,,,2381.0,Type=Derivation,,{},,repreen
2381.2,repreensão#NOUN,repreensão,NOUN,,,2381.0,Type=Derivation,,{},,repreens
2382.0,represar#VERB,represar,VERB,,,,,,{},,repres
,represável#ADJ,represável,ADJ,,,,Type=Derivation,,,repres,
,represamento#NOUN,represamento,NOUN,,,,Type=Derivation,,,repres,
,represador#NOUN,represador,NOUN,,,,Type=Derivation,,,repres,
2382.1,represa#NOUN,represa,NOUN,,,2382.0,Type=Derivation,,{},,repr
2383.0,representar#VERB,representar,VERB,,,,,,{},,represent
,representável#ADJ,representável,ADJ,,,,Type=Derivation,,,represent,
2383.1,representador#NOUN,representador,NOUN,,,2383.0,Type=Derivation,,{},,represent
2383.2,representante#NOUN,representante,NOUN,,,2383.0,Type=Derivation,,{},,represent
2383.3,representação#NOUN,representação,NOUN,,,2383.0,Type=Derivation,,{},,represent
2384.0,reprimir#VERB,reprimir,VERB,,,,,,{},,reprim
,reprimível#ADJ,reprimível,ADJ,,,,Type=Derivation,,,reprim,
2384.1,repressor#NOUN,repressor,NOUN,,,2384.0,Type=Derivation,,{},,repres
2384.2,repressão#NOUN,repressão,NOUN,,,2384.0,Type=Derivation,,{},,repress
2385.0,reprivatizar#VERB,reprivatizar,VERB,,,,,,{},,repriva
2385.1,reprivatização#NOUN,reprivatização,NOUN,,,2385.0,Type=Derivation,,{},,repriv
2386.0,reproduzir#VERB,reproduzir,VERB,,,,,,{},,reproduz
,reproduzível#ADJ,reproduzível,ADJ,,,,Type=Derivation,,,reproduz,
2386.1,reprodutor#NOUN,reprodutor,NOUN,,,2386.0,Type=Derivation,,{},,reprodu
2386.2,reprodução#NOUN,reprodução,NOUN,,,2386.0,Type=Derivation,,{},,reproduç
2387.0,reprovar#VERB,reprovar,VERB,,,,,,{},,reprov
,reprovável#ADJ,reprovável,ADJ,,,,Type=Derivation,,,reprov,
2387.1,reprovado#NOUN,reprovado,NOUN,,,2387.0,Type=Derivation,,{},,reprov
2387.2,reprovamento#NOUN,reprovamento,NOUN,,,2387.0,Type=Derivation,,{},,reprov
2387.3,reprovação#NOUN,reprovação,NOUN,,,2387.0,Type=Derivation,,{},,reprov
2388.0,repudiar#VERB,repudiar,VERB,,,,,,{},,repudi
,repudiável#ADJ,repudiável,ADJ,,,,Type=Derivation,,,repudi,
2388.1,repúdio#NOUN,repúdio,NOUN,,,2388.0,Type=Derivation,,{},,repúdi
2389.0,reputar#VERB,reputar,VERB,,,,,,{},,reput
2389.1,reputação#NOUN,reputação,NOUN,,,2389.0,Type=Derivation,,{},,reput
2390.0,requalificar#VERB,requalificar,VERB,,,,,,{},,requalific
2390.1,requalificação#NOUN,requalificação,NOUN,,,2390.0,Type=Derivation,,{},,requalific
2391.0,requebrar#VERB,requebrar,VERB,,,,,,{},,requebr
,requebrável#ADJ,requebrável,ADJ,,,,Type=Derivation,,,requebr,
2391.1,requebro#NOUN,requebro,NOUN,,,2391.0,Type=Derivation,,{},,requebr
2392.0,requerer#VERB,requerer,VERB,,,,,,{},,requer
,requerível#ADJ,requerível,ADJ,,,,Type=Derivation,,,requer,
2392.1,requerente#NOUN,requerente,NOUN,,,2392.0,Type=Derivation,,{},,requer
2392.2,requerimento#NOUN,requerimento,NOUN,,,2392.0,Type=Derivation,,{},,requer
2393.0,requisitar#VERB,requisitar,VERB,,,,,,{},,requis
2393.1,requisitor#NOUN,requisitor,NOUN,,,2393.0,Type=Derivation,,{},,requisi
2393.2,requisição#NOUN,requisição,NOUN,,,2393.0,Type=Derivation,,{},,requis
2394.0,rescindir#VERB,rescindir,VERB,,,,,,{},,rescind
,rescindível#ADJ,rescindível,ADJ,,,,Type=Derivation,,,rescind,
2394.1,rescisão#NOUN,rescisão,NOUN,,,2394.0,Type=Derivation,,{},,rescis
2395.0,resenhar#VERB,resenhar,VERB,,,,,,{},,resenh
2395.1,resenha#NOUN,resenha,NOUN,,,2395.0,Type=Derivation,,{},,resenh
2396.0,resentir#VERB,resentir,VERB,,,,,,{},,resent
2396.1,resentimento#NOUN,resentimento,NOUN,,,2396.0,Type=Derivation,,{},,resent
2397.0,reservar#VERB,reservar,VERB,,,,,,{},,reserv
,reservável#ADJ,reservável,ADJ,,,,Type=Derivation,,,reserv,
,reservense#ADJ,reservense,ADJ,,,,Type=Derivation,,,reserv,
,reservador#NOUN,reservador,NOUN,,,,Type=Derivation,,,reserv,
2397.1,reserva#NOUN,reserva,NOUN,,,2397.0,Type=Derivation,,{},,reserv
2397.2,reservatório#NOUN,reservatório,NOUN,,,2397.0,Type=Derivation,,{},,reservatóri
2398.0,resgatar#VERB,resgatar,VERB,,,,,,{},,resgat
,resgatável#ADJ,resgatável,ADJ,,,,Type=Derivation,,,resgat,
2398.1,resgate#NOUN,resgate,NOUN,,,2398.0,Type=Derivation,,{},,resgat
2399.0,resguardar#VERB,resguardar,VERB,,,,,,{},,resguard
,resguardável#ADJ,resguardável,ADJ,,,,Type=Derivation,,,resguard,
2399.1,resguardo#NOUN,resguardo,NOUN,,,2399.0,Type=Derivation,,{},,resguard
2400.0,residir#VERB,residir,VERB,,,,,,{},,resid
,residualmente#ADV,residualmente,ADV,,,,Type=Derivation,,,resid,
2400.1,residente#NOUN,residente,NOUN,,,2400.0,Type=Derivation,,{},,resid
2400.2,residência#NOUN,residência,NOUN,,,2400.0,Type=Derivation,,{},,resid
2401.0,resignar#VERB,resignar,VERB,,,,,,{},,resign
,resignável#ADJ,resignável,ADJ,,,,Type=Derivation,,,resign,
2401.1,resignação#NOUN,resignação,NOUN,,,2401.0,Type=Derivation,,{},,resign
2402.0,resistir#VERB,resistir,VERB,,,,,,{},,resist
,resistível#ADJ,resistível,ADJ,,,,Type=Derivation,,,resist,
,resistividade#NOUN,resistividade,NOUN,,,,Type=Derivation,,,resist,
,resistente#ADJ,resistente,ADJ,,,,Type=Derivation,,,resist,
2402.1,resistor#NOUN,resistor,NOUN,,,2402.0,Type=Derivation,,{},,resis
2402.2,resistência#NOUN,resistência,NOUN,,,2402.0,Type=Derivation,,{},,resist
2403.0,resolver#VERB,resolver,VERB,,,,,,{},,resolv
,resolvível#ADJ,resolvível,ADJ,,,,Type=Derivation,,,resolv,
,resolvente#ADJ,resolvente,ADJ,,,,Type=Derivation,,,resolv,
2403.1,resolução#NOUN,resolução,NOUN,,,2403.0,Type=Derivation,,{},,resoluç
2403.2,resolvedor#NOUN,resolvedor,NOUN,,,2403.0,Type=Derivation,,{},,resolv
2404.0,respaldar#VERB,respaldar,VERB,,,,,,{},,respald
,respaldável#ADJ,respaldável,ADJ,,,,Type=Derivation,,,respald,
2404.1,respaldo#NOUN,respaldo,NOUN,,,2404.0,Type=Derivation,,{},,respald
2405.0,respeitar#VERB,respeitar,VERB,,,,,,{},,respe
2405.1,respeitador#NOUN,respeitador,NOUN,,,2405.0,Type=Derivation,,{},,respeit
2405.2,respeito#NOUN,respeito,NOUN,,,2405.0,Type=Derivation,,{},,respeit
2406.0,respingar#VERB,respingar,VERB,,,,,,{},,resping
,respingável#ADJ,respingável,ADJ,,,,Type=Derivation,,,resping,
,respingador#NOUN,respingador,NOUN,,,,Type=Derivation,,,resping,
2406.1,respingo#NOUN,respingo,NOUN,,,2406.0,Type=Derivation,,{},,resping
2407.0,respirar#VERB,respirar,VERB,,,,,,{},,respir
,respirável#ADJ,respirável,ADJ,,,,Type=Derivation,,,respir,
2407.1,respirador#NOUN,respirador,NOUN,,,2407.0,Type=Derivation,,{},,respir
2407.2,respiração#NOUN,respiração,NOUN,,,2407.0,Type=Derivation,,{},,respir
2407.3,respiro#NOUN,respiro,NOUN,,,2407.0,Type=Derivation,,{},,respir
2408.0,resplandecer#VERB,resplandecer,VERB,,,,,,{},,resplandec
,resplandecente#ADJ,resplandecente,ADJ,,,,Type=Derivation,,,resplandec,
2408.1,resplendor#NOUN,resplendor,NOUN,,,2408.0,Type=Derivation,,{},,resplen
2409.0,responder#VERB,responder,VERB,,,,,,{},,respond
,respondível#ADJ,respondível,ADJ,,,,Type=Derivation,,,respond,
,respondente#ADJ,respondente,ADJ,,,,Type=Derivation,,,respond,
2409.1,respondedor#NOUN,respondedor,NOUN,,,2409.0,Type=Derivation,,{},,respond
2409.2,resposta#NOUN,resposta,NOUN,,,2409.0,Type=Derivation,,{},,respost
2410.0,responsabilizar#VERB,responsabilizar,VERB,,,,,,{},,responsabil
2410.1,responsabilização#NOUN,responsabilização,NOUN,,,2410.0,Type=Derivation,,{},,responsabil
2411.0,ressaltar#VERB,ressaltar,VERB,,,,,,{},,ressalt
,ressaltante#ADJ,ressaltante,ADJ,,,,Type=Derivation,,,ressalt,
2411.1,ressaltador#NOUN,ressaltador,NOUN,,,2411.0,Type=Derivation,,{},,ressalt
2412.0,ressalvar#VERB,ressalvar,VERB,,,,,,{},,ressalv
2412.1,ressalva#NOUN,ressalva,NOUN,,,2412.0,Type=Derivation,,{},,ressalv
2413.0,ressegurar#VERB,ressegurar,VERB,,,,,,{},,ressegur
,ressegurável#ADJ,ressegurável,ADJ,,,,Type=Derivation,,,ressegur,
2413.1,ressegurador#NOUN,ressegurador,NOUN,,,2413.0,Type=Derivation,,{},,ressegur
2414.0,ressentir#VERB,ressentir,VERB,,,,,,{},,ressent
2414.1,ressentimento#NOUN,ressentimento,NOUN,,,2414.0,Type=Derivation,,{},,ressent
2415.0,ressocializar#VERB,ressocializar,VERB,,,,,,{},,ressocial
2415.1,ressocialização#NOUN,ressocialização,NOUN,,,2415.0,Type=Derivation,,{},,ressoci
2416.0,ressonar#VERB,ressonar,VERB,,,,,,{},,resson
,ressonável#ADJ,ressonável,ADJ,,,,Type=Derivation,,,resson,
,ressonantemente#ADV,ressonantemente,ADV,,,,Type=Derivation,,,resson,
,ressonante#ADJ,ressonante,ADJ,,,,Type=Derivation,,,resson,
2416.1,ressonância#NOUN,ressonância,NOUN,,,2416.0,Type=Derivation,,{},,resson
2417.0,ressurgir#VERB,ressurgir,VERB,,,,,,{},,ressurg
2417.1,ressurgimento#NOUN,ressurgimento,NOUN,,,2417.0,Type=Derivation,,{},,ressurg
2418.0,ressuscitar#VERB,ressuscitar,VERB,,,,,,{},,ressusc
2418.1,ressurreição#NOUN,ressurreição,NOUN,,,2418.0,Type=Derivation,,{},,ressurre
2419.0,restabelecer#VERB,restabelecer,VERB,,,,,,{},,restabelec
2419.1,restabelecimento#NOUN,restabelecimento,NOUN,,,2419.0,Type=Derivation,,{},,restabelec
2420.0,restar#VERB,restar,VERB,,,,,,{},,rest
2420.1,restante#NOUN,restante,NOUN,,,2420.0,Type=Derivation,,{},,rest
2420.2,resto#NOUN,resto,NOUN,,,2420.0,Type=Derivation,,{},,rest
2421.0,restaurar#VERB,restaurar,VERB,,,,,,{},,restaur
,restaurável#ADJ,restaurável,ADJ,,,,Type=Derivation,,,restaur,
2421.1,restaurador#NOUN,restaurador,NOUN,,,2421.0,Type=Derivation,,{},,restaur
2421.2,restaurante#NOUN,restaurante,NOUN,,,2421.0,Type=Derivation,,{},,restaurant
2421.3,restauração#NOUN,restauração,NOUN,,,2421.0,Type=Derivation,,{},,restaur
2421.4,restauro#NOUN,restauro,NOUN,,,2421.0,Type=Derivation,,{},,restaur
2422.0,restituir#VERB,restituir,VERB,,,,,,{},,restitu
,restituível#ADJ,restituível,ADJ,,,,Type=Derivation,,,restitu,
2422.1,restituição#NOUN,restituição,NOUN,,,2422.0,Type=Derivation,,{},,restitu
2423.0,restringir#VERB,restringir,VERB,,,,,,{},,restring
,restringível#ADJ,restringível,ADJ,,,,Type=Derivation,,,restring,
,restringente#ADJ,restringente,ADJ,,,,Type=Derivation,,,restring,
2423.1,restrição#NOUN,restrição,NOUN,,,2423.0,Type=Derivation,,{},,restr
2424.0,resultar#VERB,resultar,VERB,,,,,,{},,result
,resultante#ADJ,resultante,ADJ,,,,Type=Derivation,,,result,
2424.1,resultado#NOUN,resultado,NOUN,,,2424.0,Type=Derivation,,{},,result
2425.0,resumir#VERB,resumir,VERB,,,,,,{},,resum
2425.1,resumo#NOUN,resumo,NOUN,,,2425.0,Type=Derivation,,{},,resum
2426.0,retalhar#VERB,retalhar,VERB,,,,,,{},,retalh
,retalhamento#NOUN,retalhamento,NOUN,,,,Type=Derivation,,,retalh,
2426.1,retalhista#NOUN,retalhista,NOUN,,,2426.0,Type=Derivation,,{},,retalh
2426.2,retalho#NOUN,retalho,NOUN,,,2426.0,Type=Derivation,,{},,retalh
2427.0,retaliar#VERB,retaliar,VERB,,,,,,{},,retali
2427.1,retaliador#NOUN,retaliador,NOUN,,,2427.0,Type=Derivation,,{},,retali
2427.2,retaliação#NOUN,retaliação,NOUN,,,2427.0,Type=Derivation,,{},,retali
2428.0,retardar#VERB,retardar,VERB,,,,,,{},,retard
,retardamento#NOUN,retardamento,NOUN,,,,Type=Derivation,,,retard,
2428.1,retardador#NOUN,retardador,NOUN,,,2428.0,Type=Derivation,,{},,retard
2428.2,retardação#NOUN,retardação,NOUN,,,2428.0,Type=Derivation,,{},,retard
2429.0,reter#VERB,reter,VERB,,,,,,{},,ret
,retamente#ADV,retamente,ADV,,,,Type=Derivation,,,ret,
2429.1,retenção#NOUN,retenção,NOUN,,,2429.0,Type=Derivation,,{},,retenç
2430.0,retificar#VERB,retificar,VERB,,,,,,{},,retific
,retificável#ADJ,retificável,ADJ,,,,Type=Derivation,,,retific,
2430.1,rectificação#NOUN,rectificação,NOUN,,,2430.0,Type=Derivation,,{},,rectific
2430.2,retificação#NOUN,retificação,NOUN,,,2430.0,Type=Derivation,,{},,retific
